,content,id,question,Domain,data_id
38,"산성 물질을 피부에 뿌렸을 때, 피부를 보호하기 위해 적절한 물질을 사용해야 합니다. 산성 물질은 피부에 자극을 줄 수 있으며, 이로 인해 피부 손상이 발생할 수 있습니다. 따라서, 피부에 바르는 것이 좋은 물질은 물입니다. 물은 중성이며, 피부를 적절히 수분으로 유지시켜주는 역할을 합니다. 또한, 물은 산성 물질을 희석시키는 효과도 있어 피부에 뿌린 산성 물질의 농도를 낮춰줄 수 있습니다. 따라서, 산성 물질을 피부에 뿌렸을 때는 물을 사용하여 피부를 적절히 관리하는 것이 좋습니다.",3526bdfe-0ac6-4071-b1b7-82f6a3b59914,1. 산성 물질을 피부에 뿌렸을 때 피부를 보호하기 가장 좋은 물질은 무엇입니까?,ARC_Challenge,train
42,"댐을 건설하면 많은 동물 종의 서식지를 파괴할 가능성이 높습니다. 댐은 대규모의 수력 발전을 위해 강의 흐름을 조절하는 구조물입니다. 그러나 이러한 건설 작업은 주변 생태계에 영향을 미칠 수 있습니다. 댐이 지을 때, 주변의 수중 생물들은 물의 흐름이 바뀌어 생태계에 영향을 줄 수 있습니다. 또한, 댐이 지어지면 물의 양이 변동하게 되어 동물들의 서식지가 파괴될 수 있습니다. 이는 많은 동물 종들이 멸종의 위험에 처하게 될 수 있습니다. 따라서 댐을 건설할 때는 주변 생태계에 대한 신중한 고려가 필요합니다. 이를 통해 동물들의 서식지를 보호하고 생태계의 균형을 유지할 수 있습니다.",f3ebaba4-fac7-4ebd-a955-f2309634bcb7,1. 댐 건설이 동물의 서식지에 미치는 잠재적 영향은 무엇입니까?,ARC_Challenge,train
54,"지진은 과학자들에게 지구의 역사에 관해 많은 정보를 제공합니다. 지구의 대륙들은 계속해서 움직이고 있습니다. 이러한 지진 활동은 지구의 지각 변동과 관련이 있으며, 우리에게 지구의 형성과 변화에 대한 힌트를 제공합니다. 지진은 지구의 플레이트 테크토닉 운동과 관련이 있으며, 대륙들이 서로 충돌하거나 분리되는 과정에서 발생합니다. 이러한 지진 활동은 산맥의 형성, 대지의 분리, 화산 폭발 등 다양한 지질 현상을 초래할 수 있습니다. 지진은 또한 지구의 지각층 구조와 지하 자원의 분포에 대한 정보를 제공합니다. 과학자들은 지진을 연구하여 지구의 역사와 구조를 이해하고, 지진 예측과 대비를 위한 방법을 개발하는 데 활용하고 있습니다. 따라서, 지진은 과학자들에게 지구의 역사에 관해 매우 중요한 정보를 제공하는 현상입니다.",d6229f7f-a638-4c5c-a00a-c5636b193685,1. 지진이 지구의 어떤 것과 관련이 있습니까?,ARC_Challenge,train
58,"암류권은 화산에서 분출하는 용암의 원천인 지구의 층입니다. 암류권은 지구의 맨 아래에 위치한 지구의 층 중 하나로, 지구의 내부에서부터 화산 활동으로 인해 용암이 분출됩니다. 이 층은 지구의 지각을 형성하는 중요한 역할을 합니다. 암류권은 지구의 지각을 형성하는데 있어서 중요한 역할을 하며, 화산 활동을 통해 용암이 지표면으로 분출됩니다. 이러한 용암 분출은 화산 폭발과 같은 자연 현상을 초래할 수 있습니다. 암류권은 지구의 내부에서부터 용암이 분출되는 곳으로, 화산 활동과 관련된 많은 지질 현상을 관찰할 수 있습니다. 따라서 암류권은 화산학과 지질학 연구에 있어서 중요한 개념입니다.",e8d24a7d-24f9-43b3-a8b7-8cf0e50b13ec,1. 암류권은 지구의 어느 층인가?,ARC_Challenge,train
75,"더운 여름날, 매우 심하게 비가 왔습니다. 비가 그친 후, 소풍 테이블 위의 플라스틱 냄비 안에는 2cm의 빗물이 있었습니다. 네 시간 후, 냄비 안의 모든 빗물은 없어졌습니다. 이는 냄비 안의 빗물이 더 느리게 증발했기 때문입니다. 만약 그날이 덥지 않고 시원했다면, 냄비 안의 빗물은 더 빨리 증발했을 것입니다. 더운 날씨에서는 물의 증발이 빠르게 일어나기 때문에, 냄비 안의 빗물이 더 오래 남아있을 수 있습니다. 하지만 시원한 날씨에서는 물의 증발이 느리게 일어나기 때문에, 냄비 안의 빗물은 더 빨리 없어질 것입니다.",c8d7298b-3179-4d43-89bb-115cee7cd663,1. 냄비 안의 빗물이 4시간 만에 없어진 이유는 무엇입니까?,ARC_Challenge,train
80,"초승달은 달의 상태 중 하나로, 달이 태양과 지구 사이에 위치하여 달의 표면에 태양의 빛이 반사되어 보이지 않는 상태를 말합니다. 만약 6월 2일에 초승달이 나타났다면, 다음 초승달은 보통 29.5일 후에 나타납니다. 하지만, 달의 주기와 지구의 공전 주기가 조금 다르기 때문에 정확한 날짜는 계산하기 어렵습니다. 따라서, 다음 초승달이 나타나는 정확한 날짜는 6월 30일이 될 수도 있습니다.",cbd429b1-ba3f-4dda-816b-21859daa7877,1. 초승달이 나타나는 것은 언제입니까?,ARC_Challenge,train
85,"화석 연료 연소는 사람들이 숨쉬는 공기의 질을 가장 많이 낮추기 위해 입자 오염을 추가했습니다. 입자 오염은 화석 연료를 연소할 때 발생하는 먼지, 화학 물질, 그리고 유해한 입자들을 의미합니다. 이러한 입자 오염은 대기 중에 떠다니며 사람들이 숨쉬는 공기에 직접적으로 영향을 미칩니다. 이러한 입자 오염은 공기 중의 산소 농도를 낮추고 이산화탄소와 다른 유해한 물질들을 방출하여 공기의 질을 저하시킵니다. 따라서, 화석 연료 연소는 사람들이 숨쉬는 공기의 질을 가장 많이 낮추기 위해 입자 오염을 추가하는 방식을 채택하였습니다.",c34be191-ba10-4b65-bb1f-1003a1a6ff3d,1. 화석 연료 연소로 인해 공기 중에 추가되는 오염 물질의 종류는 무엇입니까?,ARC_Challenge,train
86,"유전자는 사람의 운동 능력을 결정할 수 없습니다. 운동 능력은 다양한 요소들의 조합에 의해 결정됩니다. 유전자는 우리의 생물학적 특성을 결정하는데 중요한 역할을 합니다. 그러나 운동 능력은 유전자 외에도 운동 훈련, 영양 상태, 건강 상태 등 다양한 환경 요소와 상호작용하여 형성됩니다. 따라서 운동 능력은 유전자만으로 결정되지 않으며, 개인의 노력과 환경 요소도 중요한 역할을 합니다. 운동 능력을 향상시키기 위해서는 꾸준한 운동 훈련과 올바른 영양 섭취, 적절한 휴식 등을 고려해야 합니다. 이를 통해 우리는 운동 능력을 향상시킬 수 있습니다.",201b4c85-2795-44a2-934c-c3b4b01866bd,1. 운동 능력을 결정하는 단일 요인은 무엇입니까?,ARC_Challenge,train
87,"주기율표는 원소들을 유사한 특성을 가진 그룹으로 분류하는데 사용되는 도구입니다. 이 표에서 원소들은 주기적으로 반복되는 패턴으로 배열되어 있습니다. 마그네슘 (Mg)는 주기율표에서 2번째 주기에 위치한 원소로, 반응성이 강한 금속으로 알려져 있습니다. 마그네슘은 공기와 물과 반응하여 화학적인 변화를 일으키는데, 이러한 특성으로 인해 다양한 산업 분야에서 활용되고 있습니다. 마그네슘은 경량 금속으로도 알려져 있어 자동차 및 항공기 제조에도 널리 사용되고 있습니다. 따라서, 마그네슘은 반응성이 강한 금속으로 알려져 있습니다.",a3f4102c-3087-49b5-9be4-8788bc149501,1. 주기율표에서 마그네슘이 위치한 주기는?,ARC_Challenge,train
91,"액체의 증발 속도는 다양한 요인에 의해 결정됩니다. 물과 가솔린은 두 가지 다른 액체입니다. 물은 주로 수소와 산소로 구성되어 있으며, 가솔린은 주로 탄화수소로 구성되어 있습니다. 이러한 구성 요소의 차이로 인해 물과 가솔린은 다른 물리적 특성을 가지고 있습니다. 

물은 높은 비열을 가지고 있어 열을 흡수하는 데 더 많은 에너지가 필요합니다. 따라서, 물은 가솔린보다 더 높은 온도에서 빠르게 증발합니다. 또한, 물은 수소 결합을 형성하는 능력이 있어 분자 간의 인력이 강해지고 증발이 더 어려워집니다. 

반면에, 가솔린은 물보다 낮은 비열을 가지고 있어 열을 흡수하는 데 더 적은 에너지가 필요합니다. 따라서, 가솔린은 더 낮은 온도에서도 빠르게 증발할 수 있습니다. 또한, 가솔린은 탄화수소 결합을 형성하는 능력이 있어 분자 간의 인력이 상대적으로 약해져 증발이 더 쉬워집니다. 

따라서, 이 실험은 일부 액체가 다른 액체보다 더 빨리 증발할 수 있다는 것을 보여줍니다. 물과 가솔린은 서로 다른 물리적 특성을 가지고 있으며, 이로 인해 증발 속도에 차이가 발생합니다. 이러한 차이를 이해하면 우리는 다양한 액체의 증발 속도를 예측하고 이를 활용할 수 있습니다.",d62c08f6-0f06-4cb3-996b-8ba54fe67e1e,1. 물과 가솔린 중에서 증발이 더 빠른 액체는?,ARC_Challenge,train
99,"외출하기 전에 방충제를 사용하는 것은 질병을 퍼뜨리는 벌레들을 막는 좋은 방법입니다. 일부 의료 전문가들은 아이들이 외출하기 전에 방충제를 사용할 것을 권장합니다. 방충제는 벌레들이 인체에 물릴 가능성을 줄여주고, 이로 인해 전염병이나 질병의 전파를 예방할 수 있습니다. 방충제는 주로 모기, 파리, 눈알벌레 등의 벌레들을 퇴치하는데 효과적입니다. 이러한 벌레들은 질병을 운반하고 전파할 수 있는데, 방충제를 사용함으로써 이러한 벌레들의 활동을 억제할 수 있습니다. 따라서, 아이들이 외출하기 전에 방충제를 사용하는 것은 질병의 전파를 막는 중요한 예방 수단입니다.",ef65e423-24ed-4500-9f3b-7be65c027f72,1. 방충제를 사용하는 주요 목적은 무엇입니까?,ARC_Challenge,train
102,"해변 오염은 여러 가지 원인으로 발생할 수 있습니다. 그 중에서도 가장 큰 영향을 미치는 활동은 소풍 도시락 먹기입니다. 소풍 도시락은 종이와 플라스틱 용기를 사용하며, 이러한 용기들은 해변에 버려질 가능성이 매우 높습니다. 또한, 소풍 도시락을 먹는 동안에는 종이나 플라스틱을 제대로 처리하지 않고 버릴 수도 있기 때문에 해변 오염을 증가시킬 가능성이 더욱 높아집니다. 또한, 소풍 도시락을 먹는 사람들은 종종 해변에서 바다로 음식물 쓰레기를 버리는 경향이 있습니다. 이러한 행동은 해변에 있는 동물들에게 위험을 초래하며, 해변 생태계를 파괴할 수 있습니다. 따라서, 소풍 도시락 먹기는 해변 오염을 증가시킬 가능성이 가장 높은 활동입니다.",6c9942be-e41c-4c8c-8dde-5044973c27e9,1. 해변 오염에 가장 큰 영향을 미치는 활동은 무엇인가?,ARC_Challenge,train
106,"개빈은 두 개의 돌을 가지고 있습니다. 이 두 돌은 완전히 같은 미네랄로 구성되어 있습니다. 그러므로 두 돌의 다른 속성 중 가장 같을 가능성이 높은 것은 색깔입니다. 색깔은 돌의 외부적인 특징으로, 동일한 미네랄로 구성되어 있기 때문에 색깔이 가장 유사할 것으로 예상됩니다. 개빈이 가지고 있는 두 돌은 아마도 같은 색깔을 가지고 있을 것입니다.",5925e6d9-1bf4-4af8-bf9a-b2f59bb9ce29,1. 개빈이 가지고 있는 두 돌은 무엇으로 구성되어 있습니까?,ARC_Challenge,train
109,"벽돌은 대부분의 물체보다 더 큰 질량을 가지고 있습니다. 벽돌은 일반적으로 건축물을 지을 때 사용되는 재료로, 그 큰 질량과 튼튼함으로 인해 많이 사용됩니다. 벽돌은 흙과 모래를 섞어 만들어지며, 그 무게는 일반적으로 몇 킬로그램에서 수십 킬로그램까지 다양합니다. 따라서, 다른 물체들과 비교했을 때 벽돌은 가장 큰 질량을 가지고 있는 것으로 알려져 있습니다.",96459005-ecc6-4db9-914a-14043f280a08,1. 벽돌의 일반적인 질량 범위는 무엇입니까?,ARC_Challenge,train
113,말들이 집 맞은편에 울타리로 둘러싸인 지역에서 풀을 뜯고 있었습니다. 비 오는 날에는 흙이 경사면을 따라 씻겨 내려와 집 쪽으로 흘러들어왔습니다. 그러나 몇 년 후 말들이 이동한 후에는 비가 와도 흙이 더 이상 씻겨 내려가지 않았습니다. 이 변화를 설명할 수 있는 것은 풀이 자라서 흙을 고정했습니다. 풀은 뿌리를 흙에 꽂아 고정되어 있기 때문에 비가 내려와도 흙을 더 이상 씻겨 내려가지 않았습니다. 이로 인해 집 쪽으로 흘러들어오는 흙의 양이 줄어들었습니다. 말들이 이동한 후에는 풀이 자라서 흙을 고정하는 역할을 하게 되었습니다.,3016ea80-b4e8-4301-b4e2-3e9225c5105d,1. 말이 이동한 후 흙이 씻겨 내려가지 않게 된 이유는 무엇입니까?,ARC_Challenge,train
117,"햄버거 패티는 주로 아미노산으로 분해될 수 있는 식품입니다. 햄버거 패티는 고기로 만들어져 있어서 단백질이 풍부하게 포함되어 있습니다. 단백질은 아미노산으로 구성되어 있으며, 소화과정에서 아미노산으로 분해됩니다. 따라서 햄버거 패티를 섭취하면 아미노산을 공급받을 수 있습니다. 이는 우리 몸에 필요한 영양소 중 하나이며, 성장과 회복에 중요한 역할을 합니다. 따라서 햄버거 패티는 아미노산으로 분해될 수 있는 식품 중 하나입니다.",a4da251f-528b-4dfc-847a-56c9d03602fc,1. 햄버거 패티에서 주로 어떤 영양소가 분해됩니까?,ARC_Challenge,train
121,"강바닥에서 발견되는 암석과 자갈들은 보통 매끄러운 이유는 물이 암석과 자갈 위로 흐르면서 암석과 자갈이 서로 맞비벼지기 때문입니다. 강물은 강바닥을 흐르면서 암석과 자갈을 강하게 충돌시키고 마찰을 일으킵니다. 이로 인해 암석과 자갈의 표면이 점점 부드러워지고 매끄러워집니다. 또한, 물의 흐름으로 인해 암석과 자갈 사이에 있는 작은 입자들이 이동하면서 암석과 자갈의 표면을 갈아내어 더욱 매끄러워집니다. 따라서, 강바닥에서 발견되는 암석과 자갈들은 보통 매끄러운 것입니다.",533b7f0e-31f5-4f73-beca-f139582a2baf,1. 강바닥의 암석과 자갈이 매끄러운 원인은 무엇입니까?,ARC_Challenge,train
124,"내분비계는 세포 내부에서 특수한 분자들이 막에서 핵으로 메시지를 전달하는 유사한 방법을 이용합니다. 이 기관계는 신체의 다양한 기능을 조절하고 조정하는 역할을 합니다. 세포 내부에서 발생하는 화학적 신호들이 내분비계를 통해 전달되어 세포의 동작을 조절하고 조정합니다. 이러한 신체 기관계는 호르몬들을 생성하고 배출하여 세포 간의 상호작용을 조절합니다. 내분비계는 우리 몸의 성장, 대사, 생식, 면역 등 다양한 생리적 기능을 조절하는 중요한 역할을 합니다. 따라서 세포 내부에서 특수한 분자들이 막에서 핵으로 메시지를 전달하는 방법은 내분비계를 통해 이루어진다고 할 수 있습니다.",0de553ec-3422-48bd-9324-c1d69377f207,1. 내분비계가 세포 간의 의사 소통을 조절하는 데 어떻게 관여합니까?,ARC_Challenge,train
137,"천문 단위는 우주와의 거리를 측정하는 데 사용할 수 있는 단위입니다. 1 천문 단위(AU)는 지구와 태양 사이의 거리를 의미합니다. 이 정보를 바탕으로, 태양으로부터 화성까지의 거리는 대략 1.5 천문 단위입니다. 천문 단위는 천문학에서 널리 사용되며, 태양계의 다른 행성들과의 거리를 비교하는 데에도 유용하게 활용됩니다. 화성은 지구로부터 가장 가까운 행성 중 하나이며, 탐사와 연구의 대상으로 많은 관심을 받고 있습니다. 천문 단위를 사용하여 화성과의 거리를 측정하면, 우주 탐사에 필요한 여러 계획을 세울 수 있습니다. 천문 단위는 과학적인 연구와 우주 탐사에 있어서 중요한 도구로 활용되고 있으며, 우리가 우주에 대해 더 많이 알아갈 수 있도록 도움을 주고 있습니다.",42a9d24a-ec8f-413b-a52e-49ede88525f1,1. 천문 단위는 무엇을 의미합니까?,ARC_Challenge,train
143,"프랭클린은 자신이 서로 다른 거리를 얼마나 빨리 달리는지 알고 싶습니다. 그는 스톱워치를 이용하여 그가 50미터, 100미터, 200미터 달리기를 완료하는 데 걸리는 시간을 측정합니다. 그는 각 달리기에 대한 속도를 어떻게 계산할 수 있을까요?

프랭클린은 속도를 계산하기 위해 거리를 시간으로 나눕니다. 이렇게 하면 각 달리기에 대한 속도를 구할 수 있습니다. 예를 들어, 50미터를 달리는 데 걸리는 시간을 측정한 후, 거리를 시간으로 나누면 1미터당 걸리는 시간이 나옵니다. 이를 통해 1미터를 달리는 데 걸리는 시간을 알 수 있습니다.

프랭클린은 이와 같은 방법으로 100미터와 200미터에 대한 속도도 계산할 수 있습니다. 거리를 시간으로 나누면 각각의 속도를 구할 수 있습니다. 이렇게 프랭클린은 자신이 서로 다른 거리를 얼마나 빨리 달리는지 알 수 있습니다.",2b239894-e1b5-4165-80ce-f9b32c331104,1. 프랭클린이 속도를 계산하는 데 사용한 방법은 무엇입니까?,ARC_Challenge,train
160,"볼링공을 레인으로 굴리기 위해 로라는 팔로 공을 뒤로 휘둘렀습니다. 그녀가 팔을 뒤로 휘둘렀을 때, 공의 속도는 0미터/초(m/s)였습니다. 그리고 그녀는 팔을 앞으로 휘둘러 레인으로 공을 던졌습니다. 이때 공은 12m/s의 속도로 그녀의 손을 떠났습니다. 로라가 공을 앞으로 휘둘렀는 데 걸린 시간은 0.5초였습니다.

이 문제에서 우리는 로라가 공을 앞으로 휘둘렀을 때 볼링공의 평균 가속도를 구해야 합니다. 가속도는 속도 변화량을 시간으로 나눈 값으로 계산됩니다.

로라가 공을 앞으로 휘둘렀을 때, 속도 변화량은 12m/s - 0m/s = 12m/s입니다. 시간은 0.5초입니다. 따라서 볼링공의 평균 가속도는 12m/s / 0.5초 = 24.0 m/s^2입니다.",33625035-8fd5-49f2-9c7c-b0dde8b1c746,1. 로라가 볼링공을 앞으로 휘둘렀을 때 공의 평균 가속도는 얼마였는가?,ARC_Challenge,train
163,"원소는 화학적으로 하나 이상의 원자로 구성된 순수한 물질입니다. O_{2}는 산소 원자 두 개로 구성된 원소입니다. 산소 원자는 화학 기호 O로 표시되며, 자연에서 가장 풍부한 원소 중 하나입니다. O_{2}는 대기 중에서 가장 흔하게 나타나는 형태의 산소입니다. 이중 산소 분자는 생명체에게 필수적인 호흡 과정에서 사용되며, 대부분의 동물과 식물이 호흡에 사용합니다. O_{2}는 또한 산소 가스로서 산소 통합 장치, 산소 테라피 및 산소 발생기와 같은 의료 및 산업 분야에서 널리 사용됩니다.",39d2d52a-7115-4612-8c9d-c19c8712d3e0,1. 산소 원소를 구성하는 원자의 수는?,ARC_Challenge,train
167,"특정 파이프라인 RISC 기계는 8개의 일반 목적 레지스터 R0, R1, ..., R7을 가지고 있습니다. 이 기계는 ADD와 MUL 연산을 지원합니다. ADD 연산은 Rs1과 Rs2를 더한 값을 Rd에 저장하고, MUL 연산은 Rs1과 Rs2를 곱한 값을 Rd에 저장합니다. 일반적으로 연산은 한 사이클이 걸리지만, 연산 결과가 다음 연산에 필요한 경우에는 두 사이클이 걸립니다. 

이 문제에서는 A, B, C 변수가 각각 R0, R1, R2에 위치하는 표현식 AB + ABC + BC를 고려해야 합니다. 이때, 세 레지스터의 내용이 수정되지 않아야 한다면 AB + ABC + BC의 값을 계산하는 연산 순서에 필요한 최소 클럭 사이클 수는 6입니다. 

첫 번째로 AB를 계산하기 위해서는 R0과 R1을 곱한 값을 임시 레지스터에 저장해야 합니다. 이 연산은 한 사이클이 걸립니다. 

두 번째로 ABC를 계산하기 위해서는 AB와 R2를 곱한 값을 임시 레지스터에 저장해야 합니다. 이 연산도 한 사이클이 걸립니다. 

마지막으로 BC를 계산하기 위해서는 R1과 R2를 곱한 값을 임시 레지스터에 저장해야 합니다. 이 연산도 한 사이클이 걸립니다. 

따라서, AB + ABC + BC의 값을 계산하는 연산 순서에 필요한 최소 클럭 사이클 수는 6입니다.",6a163aee-6ebd-46d2-aeaa-ee911a8f42e6,1. 이 특정 RISC 기계는 몇 개의 일반 목적 레지스터를 갖고 있습니까?,college_computer_science,train
168,"역학적 에너지의 사용을 가장 잘 나타내는 것은 못을 망치질하는 것입니다. 못을 망치로 내리치는 행위는 에너지를 전달하고, 물체를 움직이는 데 사용되는 역학적 에너지의 전형적인 예입니다. 못을 망치질하는 과정에서 에너지는 못과 망치 사이에서 변환되며, 못을 망치로 내리치는 힘은 에너지의 형태를 변화시킵니다. 이러한 과정은 역학적 에너지의 특성과 활용을 보여주는 중요한 예시입니다. 못을 망치질하는 것은 물리적인 작업을 수행하는 동시에 에너지의 전달과 변환을 나타내는 실생활의 사례입니다.",6211fd17-f7cf-4680-82be-365da49b211e,1. 역학적 에너지가 가장 잘 나타나는 실생활 사례는 무엇입니까?,ARC_Challenge,train
179,"물의 순환은 지구 생태계에서 매우 중요한 역할을 합니다. 이 연구에서 측정할 가능성이 가장 높은 것은 강수량입니다. 강수량은 지구 상에 내린 비 또는 눈의 양을 측정하는 것을 말합니다. 강수량은 지구의 기후와 생태계에 영향을 미치는 중요한 요소입니다. 강수량을 측정함으로써 우리는 물의 순환에 대한 이해를 높일 수 있고, 지구 생태계의 건강을 평가할 수 있습니다. 따라서, 물의 순환에 관한 연구에서 강수량을 측정하는 것이 가장 중요한 작업 중 하나입니다.",6580681d-f81f-4a48-91f4-b912c5acb363,1. 물의 순환에 관한 연구에서 가장 중요한 측정 항목은 무엇입니까?,ARC_Challenge,train
182,"식물의 꽃잎들은 보통 밝은 색상을 띠고 있습니다. 이러한 꽃잎들은 식물에 다양한 이점을 제공합니다. 가장 중요한 이유는 꽃잎들이 식물 번식에 필요한 꽃가루를 운반할 수 있는 곤충을 유인하기 때문입니다. 곤충들은 밝은 색상에 끌리며, 꽃잎들이 이러한 곤충들을 유인하여 꽃가루를 다른 꽃에 전달해줍니다. 이를 통해 식물은 번식을 할 수 있고, 새로운 식물을 생산할 수 있습니다. 또한, 꽃잎들은 태양의 빛을 흡수하여 식물에게 에너지를 공급해줍니다. 이를 통해 식물은 광합성을 수행하고 자라날 수 있습니다. 또한, 꽃잎들은 식물의 외부를 보호하는 역할도 합니다. 꽃잎들은 외부의 유해한 물질이나 해충으로부터 식물을 보호하여 생존을 도와줍니다. 따라서, 꽃잎들은 식물에게 매우 중요한 역할을 수행하며, 밝은 색상을 띠고 있습니다.",c7c8fedf-e0e1-472d-b8f0-ea0627a51f65,1. 왜 식물의 꽃잎들은 일반적으로 밝은 색상을 갖고 있나요?,ARC_Challenge,train
189,"태양은 폭풍이 비 형태로 물을 이동시키는 과정을 시작하는 에너지원입니다. 태양은 뜨거운 플라즈마로 이루어진 별로, 강력한 중력과 핵융합 반응을 통해 엄청난 양의 에너지를 생성합니다. 이 에너지는 태양의 표면에서 방출되어 지구로 향하게 되는데, 이때 일부 에너지는 대기 중의 수분을 가열하여 수증기로 변화시킵니다. 수증기는 대기 중에서 상승하면서 높은 고도로 이동하게 되는데, 이때 폭풍이 형성되고 비가 내리게 됩니다. 따라서 폭풍이 비 형태로 물을 이동시키는 과정은 태양의 에너지에 의해 시작되는 것입니다.",8afb522c-1123-4e99-aef2-80beaa37ae82,1. 태양 에너지가 비 물 순환과정에서 어떤 역할을 하는가?,ARC_Challenge,train
190,"검은색 털 형질에 대한 동형접합과 이형접합에 대한 부모의 설명을 보면, 한 마우스는 검은색 털 (BB)에 대해 동형접합이고, 다른 부모는 열성의 갈색 털 형질을 함께 가지는 검은색 털에 대한 이형접합입니다 (Bb). 이 문제에서 검은색 털은 우성 형질이라고 가정합니다. 

우선, 한 마우스의 유전자형은 BB이므로 검은색 털 형질은 100%로 전달됩니다. 다른 부모의 유전자형은 Bb이므로 검은색 털 형질은 50%로 전달됩니다. 

따라서, 자손의 갈색 털 형질은 0%입니다. 모든 자손은 검은색 털을 가지게 됩니다.",19dd33b6-0e14-4a67-aaa2-18818caf7714,1. 동형접합 부모와 이형접합 부모의 유전자형은 각각 무엇입니까?,ARC_Challenge,train
192,"우리는 대부분의 단주기 혜성이 어디에서 왔는지를 알 수 있습니다. 단주기 혜성들은 태양계의 평면에 있는 경향이 있습니다. 이러한 사실은 카이퍼 대와 같은 짧은 주기 혜성들을 통해 알 수 있습니다. 카이퍼 대는 태양계의 평면에 위치하고 있으며, 이는 단주기 혜성들이 태양계의 평면에서 유래한다는 것을 시사합니다. 따라서, 우리는 단주기 혜성들이 주로 태양계의 평면에서 왔다고 말할 수 있습니다.",8723fad0-5bcd-4b03-8ca5-873e3c97fe17,1. 대부분의 단주기 혜성은 태양계의 어떤 부분에서 온 것으로 추측되는가?,astronomy,train
194,"바느질 기계는 손에 들고 사용되며, 배터리를 사용하여 바늘을 움직입니다. 바늘은 빠르게 위아래로 움직이며, 이 과정에서 저장된 에너지가 운동 에너지로 변화합니다. 바느질 기계는 에너지 변화를 통해 손쉽게 바늘을 조작할 수 있도록 도와줍니다. 이러한 기계는 일상 생활에서 옷을 수선하거나 손으로 바느질하는 것보다 훨씬 효율적이고 빠른 작업을 가능하게 합니다. 따라서 바느질 기계는 많은 사람들에게 편리함을 제공하고 있습니다.",45b07cfa-5b42-4ed4-9906-6cc47a0e68bf,1. 바느질 기계는 무엇을 사용하여 바늘을 움직입니까?,ARC_Challenge,train
203,"두 가지 물질은 빛에 대한 반응이 다릅니다. 이는 두 물질이 서로 다른 종류의 물질로 이루어져 있다는 강력한 증거입니다. 빛은 물질과 상호작용하는데, 두 물질이 빛에 대한 반응이 다르다는 것은 그들이 서로 다른 성질을 가지고 있다는 것을 의미합니다. 이러한 증거는 두 물질이 서로 다른 분자 구조를 가지고 있거나, 서로 다른 화학적 성분을 포함하고 있다는 것을 시사합니다. 따라서, 두 물질이 서로 다른 종류의 물질로 이루어져 있다는 것을 확실하게 나타내는 증거로 빛에 대한 반응의 차이를 들 수 있습니다.",36788458-5fb5-4bcd-be02-3a47e5c8c19d,1. 빛에 대한 반응이 다르다는 것이 두 물질의 어떤 특징을 시사합니까?,ARC_Challenge,train
204,"유전적으로 아들은 아버지와 어머니로부터 형질을 물려받습니다. 유전자는 부모로부터 자식에게 전달되는 유전물질로, 아버지와 어머니의 유전자가 결합하여 아들의 형질이 형성됩니다. 아버지와 어머니는 각각 자신의 유전자를 아들에게 전달하며, 이러한 유전자의 조합은 아들의 유전적 특성을 결정합니다. 따라서, 아들은 형질을 어머니와 아버지로부터 유전적으로 물려받게 됩니다.",367fa11e-0572-44c0-9409-4c05732ed2d4,1. 유전물질이 자식에게 전달되는 과정은 무엇인가?,ARC_Challenge,train
216,"많은 자동차는 자동차 배기가스에서 탄화수소와 산화물을 제거하는 데 도움을 주는 촉매 변환 장치가 장착되어 있습니다. 이 장치는 스모그의 생산을 감소시키는 데 도움을 줍니다. 스모그는 대기 중에 존재하는 유해한 미세먼지와 오존으로 인해 발생하는 공기 오염입니다. 자동차 배기가스에 포함된 탄화수소와 산화물은 이러한 스모그의 주요 구성 요소입니다. 따라서, 촉매 변환 장치는 환경 보호를 위해 매우 중요한 역할을 합니다. 이 장치는 배기가스를 통과할 때 탄화수소와 산화물을 화학 반응을 통해 덜 유해한 물질로 변환시킵니다. 이러한 변환 과정은 스모그의 생산을 감소시키고 대기 오염을 줄이는 데 도움을 줍니다. 따라서, 자동차에 장착된 촉매 변환 장치는 환경 보호를 위한 필수적인 장치입니다.",d8ad7175-469b-45b5-8eb9-69504cd04f0f,1. 촉매 변환 장치의 주요 목적은 무엇입니까?,ARC_Challenge,train
242,"유사분열과 감수 분열은 세포 분열 과정에서 발생하는 현상입니다. 유사분열은 생성물이 모세포와 동일한 성질을 가지지만, 감수 분열은 생성물이 모세포와 다른 성질을 가집니다. 유사분열은 세포의 증식을 위해 주로 일어나며, 감수 분열은 세포의 특수화를 위해 주로 일어납니다. 유사분열은 세포의 역사적인 발생 과정에서 중요한 역할을 하며, 감수 분열은 세포의 다양한 기능을 수행하는 데 중요합니다. 이러한 차이점을 이해하면 세포 분열에 대한 이해도가 높아질 것입니다.",3d0cea6b-8c29-4e5a-8717-0186ef7b331b,1. 유사분열과 감수분열의 생성물 간의 주요 차이점은 무엇입니까?,ARC_Challenge,train
